standort_equipment;technplatzbezeichng;equipment;equipmentname;ort;wirtschaftseinheit;hersteller;baujahr;antriebsart;anzahl_haltestellen;anzahl_tueren_kabine;anzahl_tueren_schacht;foerdergeschwindigkeit;foerderhoehe;lage;tragkraft;erweiterte_ortsangabe;min_tuerbreite;kabinentiefe;kabinenbreite;kabinenhoehe;tuerhohe;fabriknummer;tuerart;geokoordinaterechtswert;geokoordinatehochwert;ausftextlichebeschreibung
GLEIS 1;Bahnsteig 1 Gl. 1;10474229;Aufzug Gl 1 neu;Büchen;929;Thyssen Krupp AG;2011;SEIL;     2;     1;     2;     1;     4,3;;    1400;;;;;;;;;    3607819,0430000001;    5928312,2699999996;Aufzug zu Gleis 1
BSTG. 4/5;Bahnsteig 03 Gleis 4/5 205 mtr;10474275;Personenaufzüge Bstg Gl 4/5;Wicklesgreuth;6732;Thyssen Krupp AG;2011;SEIL;     2;     2;     2;;     3,93;GLEIS 4/5;    1050;BAHNSTEIGENDE;;    1000;    2100;    1100;    2200;;ZS2;;;Aufzug zu Gleis 4/5
UNTERFÜHRUNG;Bahnsteig A, Gl. 1/2;10474392;HA171 Bahnsteig A, Gl. 1/2;Freising;1908;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,560000000000001;BAHNSTEIG;    1000;UNTERFUEHRUNG GL. 1/2;    1000;    1700;    1200;    2200;    2100;285012168;ZS2;    3703294,1910000001;    5365560,2029999997;Aufzug zu Gleis 1/2
AM EG GLEISSEITIG;Bahnhofsvorplatz gleisseitig;10474393;HA170 Bahnhofsvorplatz gleisseitig;Freising;1908;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     3,97;AM EG GLEISSEITIG;    1000;UNTERFUEHRUNG ZUGANG;    1000;    1700;    1200;    2200;    2100;285012167;;    3703285,5189999999;    5365565,3260000004;
UNTERFÜHRUNG;Bahnsteig B, Gl. 3/4;10474395;HA172 Bahnsteig B, Gl. 3/4;Freising;1908;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,64;BAHNSTEIG;    1000;UNTERFUEHRUNG GL. 2/3;    1000;    1700;    1200;    2200;    2100;285012169;ZS2;    3703306,1340000001;    5365549,9759999998;Aufzug zu Gleis 3/4
S-BAHNSTEIG;S-Bahnsteig;10474998;HA 1106 Personenaufzug;Krupunder;3443;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,68;;    1325;;;;;    2250;    2100;;;    3557454,6000000001;    5943102,3959999997;
;Bahnsteig 02;10475089;PAufzug_HA0337_Bstg.2, Gl.2/3;Renningen;5226;ThyssenKrupp Aufzüge GmbH;2013;SEIL;     2;     2;     2;     1;     4,71;;    1000;;;;;;;287312059;;    3494994,6329999999;    5404161,5240000002;Aufzug zu Gleis 2/3
;Bahnsteig 2/3;10475100;Personenaufzug Thyssen 281410071;Wunstorf;6913;Thyssen Krupp AG;2012;SEIL;     2;     2;     2;     1;     5,26;;    630;;    900;    1400;    1100;    2050;    2000;281410071;ZS2;    3530727,003;    5810017,5559999999;Aufzug zu Bstg 2/3
;Bahnsteig 8/9;10475101;Personenaufzug Thyssen 281410072;Wunstorf;6913;Thyssen Krupp AG;2011;SEIL;     2;     2;     2;     1;     5,26;;    630;;    900;    1400;    1100;    2100;    2000;281410072;ZS2;    3530710,8450000002;    5809971,4680000003;Aufzug zu Bstg 8/9
MITTELBAHNSTEIG;MITTELBAHNSTEIG;10475116;Personenaufzug Gl. 1/2;Osterholz-Scharmbeck;4795;Thyssen Krupp AG;2012;SEIL;     2;     2;     2;     1;     4,91;;    1050;;;;;;;;;    3486555,409;    5898999,4570000004;Aufzug zu Gleis 1/2
BAHNSTEIG 2;Bahnsteig 2;10475117;Personenaufzug Gl 2;Bremen-Mahndorf;860;Thyssen Krupp AG;2012;SEIL;     2;     2;     2;     1;     6,552000000000001;;    1050;;;;;;;;;    3496333,9360000002;    5878624,7089999998;Aufzug zu Gleis 2
BAHNSTEIG 1;Bahnsteig 1;10475118;Personenaufzug Gleis 1;Bremen-Mahndorf;860;Thyssen Krupp AG;2012;SEIL;     2;     2;     2;     1;     6,552000000000001;AUßEN;    1050;;;;;;;;;    3496326,6120000002;    5878610,2580000004;Aufzug zu Gleis 1
ZUWEGUNG NEBEN EG;Außenanlage Zuwegung;10475119;Personenaufzug 1 am EG;Osterholz-Scharmbeck;4795;Thyssen Krupp AG;2012;SEIL;     2;     2;     2;     1;     4,495;AUßEN;    1000;;;;;;;;;    3486550,773;    5899011,6619999995;
;Bahnsteig 02;10475285;Personenaufzug 2;Völklingen;6445;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,15;;    1450;;;;;;;;;;;Aufzug zu Bstg 2
;Bahnsteig1;10475286;Personenaufzüge 1;Völklingen;6445;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,2;;    1450;;;;;;;;;;;
;Bahnsteig 1/2;10475368;Personenaufzug_Bahnsteig 1/2;Merseburg;4067;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,4;;    1050;;    1000;    2100;    1100;    2250;    2100;286012027;ES2;    3708338,142;    5695600,9529999997;Aufzug zu Bstg 1/2
;Bahnsteig 3/4;10475370;Personenaufzug_Bahnsteig 3/4;Merseburg;4067;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,4;;    1050;;    1000;    2100;    1100;    2250;    2100;286012028;ES2;    3708350,0780000002;    5695600,2410000004;Aufzug zu Bstg 3/4
;Empfangsgebäude;10475371;Personenaufzug_EG;Merseburg;4067;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,560000000000001;;    1050;;    1000;    2100;    1100;    2250;    2100;286012029;ES2;;;
ROSA-LUXENBURG STRAßE;Zuwegung Rosa-Luxenburg Str.;10475372;Personenaufzug Rosa-Luxenburg Straße;Merseburg;4067;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     3,75;;    1050;;    1000;    2100;    1100;    2250;    2100;286012030;ES2;    3708366,9929999998;    5695599,2949999999;
BEIM MIETER MC. DONALD;Mc. Donald;10475521;Personenaufzug beim Mieter Mc. Donald;Freiburg (Breisgau) Hbf;1893;Thyssen;1998;INDIREKT HYDRAULISCH;     3;     4;;     0,6;     8,199999999999999;;    630;;;;;;;;;;;
BAHNSTEIG 1;Bahnsteig 01;10475801;Personenaufzug Bahnsteig 1;Wolfen (Kr Bitterfeld);6849;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,26;;    1050;;    1000;    2100;    1100;    2250;    2100;286012031;ES2;    3726966,1269999999;    5730289,6210000003;
BAHNSTEIG 2/3;Bahnsteig 02;10475802;Personenaufzug Bahnsteig 2/3;Wolfen (Kr Bitterfeld);6849;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,13;;    1050;;    1000;    2100;    1100;    2250;    2100;286012032;ES2;    3726982,7039999999;    5730292,3959999997;Aufzug zu Bstg 2/3
BAHNSTEIG 1;Bstg.1,Gl.1=Ri Dortmund/Gl.2=Ri Unna,;10475874;Personenaufzug Bstg. 1 #486;Dortmund-Hörde;1306;;2012;SEIL;     2;;;;;;;;;;;;;;;;;Aufzug zu Gleis 1/2 Richtung Dortmund/Unna
BAHNSTEIG 2;Bstg.2,Gl.3=Ri Dortmund/Gl.4=Ri Schwerte;10475876;Personenaufzug Bstg. 2 #487;Dortmund-Hörde;1306;;2012;SEIL;     2;;;;;;;;;;;;;;;;;Aufzug zu Gleis 3/4 Richtung Dortmund/Schwerte
BAHNSTEIG RI. HERRSCHING;Bahnsteig 01;10476090;HA 1010 Personenaufzug Bstg 1;München-Freiham;4254;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     6,751;BAHNSTEIG;    1600;BAHNSTEIGMITTE;    1100;    2100;    1400;    2250;    2100;285012196;ZS2;    3679407,3119999999;    5336369,8509999998;Aufzug zu Bstg 1 Richtung Herrsching
BAHNSTEIG RI. MÜNCHEN;Bahnsteig 02;10476091;HA 1011 Personenaufzug Bstg 2;München-Freiham;4254;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     6,751;BAHNSTEIG;    1600;BAHNSTEIGMITTE;    1100;    2100;    1400;    2250;    2100;285012196;ZS2;    3679411,8390000002;    5336351,1960000005;Aufzug zu Bstg 2 Richtung München
;Bahnsteig 1;10476345;Personenaufzug Bahnsteig 1;Rottenbach;5398;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;;;;;;;;;;;;;    3653421,8330000001;    5619336,2539999997;
;Bahnsteig 2/3;10476346;Personenaufzug Bahnsteig 2/3;Rottenbach;5398;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;;;;;;;;;;;;;    3653418,2689999999;    5619352,5290000001;Aufzug zu Bstg 2/3
SÜDHALLE;Südhalle;10476459;Lastenaufzug Süd S-A-003 Zwische DG 4u.5;Dresden Hbf;1343;ThyssenKrupp Aufzüge GmbH;2012;SEIL;     3;     3;     2;     0,63;     3,6;INNEN;    2000;;    1500;    2000;    2000;    2050;    2000;286112014;;;;
SÜDHALLE;Südhalle;10476461;Lastenaufzug Süd S-A-008 Wertstoffhof;Dresden Hbf;1343;ThyssenKrupp Aufzüge GmbH;2012;SEIL;     2;     2;     3;     0,63;     3,6;INNEN;    2000;;    1500;    2000;    2000;    2050;    2000;286112015;;;;
BAHNSTEIG 3;Bahnsteig 3 - Gleis 9/11/12;10476573;Personenaufzug Bstg. 3 Gleis 9/11/12;Münster (Westf) Hbf;4280;Total;2012;SEIL;     2;     4;     2;     2;     4,9;AM BSTG. 3;    1050;"GL9;GL11/12";    900;    2100;    1100;    2300;    2100;282210022;;    3406289,983;    5758926,6579999998;Aufzug zu Gleis 9/11/12
;Bahnsteig 01;10477335;PAufzug_HA0356_Bstg.1;Maubach;4001;ThyssenKrupp Aufzüge GmbH;2013;SEIL;     2;     2;     2;     1;     4,08;;    1000;;;;;;;287212019;;    3530829,5499999998;    5421052,9079999998;
;Bahnsteig 02;10477336;PAufzug_HA0357_Bstg.2;Maubach;4001;ThyssenKrupp Aufzüge GmbH;2013;SEIL;     2;     2;     2;     1;     4,13;;    1000;;;;;;;287212020;;    3530845,301;    5427065,0010000002;Aufzug zu Bstg 2
;S-Bahnsteig;10477624;Personenaufzüge HA 150;Hammerbrook;2533;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;    10,66;;    1050;;;    1400;    1100;    2250;;;;;;
;Bahnsteig 01;10477640;Personenaufzug 1;Leipzig Bayerischer Bahnhof;8099;OTIS GmbH & Co. OHG;2013;SEIL;     2;     1;     2;;;AUßEN;;VST CTL BAHNSTEIGBEREICH;;;;;;;ES2;;;
;Bahnsteig 01;10477641;Personenaufzug 2;Leipzig Bayerischer Bahnhof;8099;OTIS GmbH & Co. OHG;2013;SEIL;     2;     1;     2;;;AUßEN;;VST CTL BAHNSTEIGBEREICH;;;;;;;ES2;;;
;Bahnsteig 1 Ri. Berlin;10477644;Personenaufzug  Bstg.1 /Fabr.284012036;Ludwigsfelde-Struveshof;8240;Ludwig Freytag Gmbh & Co.;2013;SEIL;     2;     2;     2;     1;     6,548;AN DER FGBR;    1050;AN DER FGBR BSTG.1;    1000;    2180;    1100;    2200;    2100;284012036;ZS2;    3788654,6499999999;    5806647,4950000001;Aufzug zwischen Bstg 1 Richtung Berlin und Brücke
;Bahnsteig 2 Ri. Potsdam;10477645;Personenaufzug Bstg.2/Fabr.284012037;Ludwigsfelde-Struveshof;8240;Ludwig Freytag Gmbh & Co.;2013;SEIL;     2;     2;     2;     1;     6,259;AN DER FGBR;    1050;AN DER FGBR BSTG.2;    1000;    2180;    1100;    2200;    2100;284012037;ZS2;    3788648,2570000002;    5806664,3760000002;Aufzug zwischen Bstg 2 Richtung Potsdam und Brücke
BAHNSTEIG 1;Neckarsulm, Bahnsteig 1;10477727;Thyssen Krupp Aufzug 28 72 13 012;Neckarsulm;4322;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     3,97;AUßEN;    1050;BAHNSTEIG 1;;    2100;    1100;    2200;;287213012;ES1;    3516116,716;    5450232,3909999998;
BAHNSTEIG 2;Neckarsulm, Bahnsteig 2;10477728;Thyssen Krupp Aufzug 28 72 13 013;Neckarsulm;4322;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,03;AUßEN;    1050;BAHNSTEIG 2;;    2100;    1100;    2200;;287213013;;    3516103,6529999999;    5450241,4230000004;Aufzug zu Bstg 2
;Bahnsteig 1/2;10477786;CTL PA HBF 01 großes Atrium;Leipzig Hbf;3631;OTIS GmbH & Co. OHG;2013;HYDRAULISCH;     3;     2;     2;;;;;;;;;;;;;    3735481,2239999999;    5695350,9570000004;Aufzug zwischen Bstg 1/2 und Großes Atrium
;Bahnsteig 1/2;10477787;CTL PA HBF 02 kleines Atrium;Leipzig Hbf;3631;OTIS GmbH & Co. OHG;2013;HYDRAULISCH;     2;     2;     2;;;;    1000;;;;;;;;;    3735475,7829999998;    5695387,4850000003;Aufzug zwischen Bstg 1/2 und Kleines Atrium
;Unterirdische Personenverkehrsanlage;10477800;CTL PA am Mobicenter LVB;Leipzig Hbf;3631;OTIS GmbH & Co. OHG;2013;HYDRAULISCH;     3;     2;     2;;;;;;;;;;;;;    3735585,6880000001;    5695565,4759999998;
BAHNSTEIG 2/3;Bahnsteig 02 / 03;10478001;Personenaufzug Bstg 2/3;Apolda;166;Thyssen Krupp AG;2013;SEIL;     2;     2;     1;;     1;;    1050;;;;;;    2100;;;    3677200,1189999999;    5658121,5149999997;Aufzug zu Bstg 2/3
BAHNSTEIG GL 2/3;Bstg. 2, Ri Lbg.;10478167;Aufzug Neu;Winsen (Luhe);6805;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,88;;    1000;;    1000;;;    2200;;;;;;Aufzug zu Gleis 2/3 Richtung Lbg
BAHNSTEIG B, GLEIS 1/ 3;Bahnsteig B, Gleis 1/3;10478313;Personenaufzug Bstg.B Gl. 1/3 281413016;Fallersleben;1759;Thyssen Krupp AG;2013;SEIL;     2;;;;;;;;;;;;;;;    3616827,0060000001;    5811400,5530000003;Aufzug zu Gleis 1/3
BAHNSTEIG A, GLEIS 2/4;Bahnsteig A, Gleis 2/4;10478314;Personenaufzug Bstg.A Gl. 2/4 281413017;Fallersleben;1759;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;    3616825,588;    5811415,3329999996;Aufzug zu Gleis 2/4
HAUSBAHNSTEIG;Außenbahnsteig (Hausbstg.) Gleis 1;10478630;HA 0034 Aufzug Hausbahnsteig;Tutzing;6294;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,09;GLEIS 1;    1050;BAHNSTEIGMITTE;    1000;    2100;    1100;    2150;    2100;285013030;ES2;;;Aufzug zu Gleis 1
MITTELBAHNSTEIG;Mittelbahnsteig, Glei 2/3;10478632;HA 0035 Aufzug Mittelbahnsteig;Tutzing;6294;Thyssen Krupp AG;2013;SEIL;     3;     2;     3;     1;     4,435000000000001;GLEIS 2/3;    1050;BAHNSTEIGMITTE;    1000;    2100;    1100;    2150;    2100;28501331;ES2;;;Aufzug zu Gleis 2/3
AUFZUG BSTG 1;Bahnsteig 1, Ri. München;10478797;HA 0227 Bstg 1;München Siemenswerke;4244;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     3,33;GLEIS 1;    1050;BAHNSTEIGENDE RI MUENCHEN;    1000;    2100;    1100;    2200;    2100;285013017;ES2;    3688751,2820000001;    5331713,3700000001;Aufzug zu Bstg 1 Richtung München
AUFZUG BSTG 2;Bahnsteig 2, Ri. Wolfratshausen;10478798;HA 0228 Bstg 2;München Siemenswerke;4244;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,82;GLEIS 2;    1050;BAHNSTEIGENDE RI MUENCHEN;    1000;    2100;    1100;    2200;    2100;285013018;ES2;    3688780,9139999999;    5331719,4589999998;Aufzug zu Bstg 2 Richtung Wolfratshausen
;Bahnsteig 1/2;10479018;Personenaufzug_Bahnsteig 1/2;Meißen Altstadt;8277;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,14;;    1000;;;;;;;;;;;Aufzug zu Bstg 1/2
;Unterirdische Personenverkehrsanlage;10479025;Personenaufzug Nord;Leipzig Wilhelm-Leuschner-Plat;8098;OTIS GmbH & Co. OHG;2013;SEIL;     2;     2;     2;;;;    1000;;;;;;;;;;;"Aufzug zu Bstg 1/2 ; Zugang Nord"
;Unterirdische Personenverkehrsanlage;10479035;Personenaufzug Süd;Leipzig Wilhelm-Leuschner-Plat;8098;OTIS GmbH & Co. OHG;2013;SEIL;     2;     2;     2;;;;;;;;;;;;;;;
;Bahnsteig 1/2;10479041;Personenaufzug;Meißen;4036;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,14;;    1000;;;;;;;;;;;Aufzug zu Bstg 1/2
BSTG 1/2;Inselbahnsteig 1/2;10479042;Personenaufzug Bstg 1/2;Coswig (Bz Dresden);1076;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,14;;    1000;;;;;;;;;;;Aufzug zu Bstg 1/2
;Leipzig-Leutzsch Bahnsteig 3;10479376;Personenaufzug Bstg 3;Leipzig-Leutzsch;3642;OTIS GmbH & Co. OHG;2012;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg 3
;Leipzig-Leutzsch Bahnsteig 4;10479378;Personenaufzug Bstg 4;Leipzig-Leutzsch;3642;OTIS GmbH & Co. OHG;2012;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg 4
HP LEIPZIG MARKT;Bahnsteig 1/2;10479404;Personenaufzug Nord;Leipzig Markt;8097;OTIS GmbH & Co. OHG;2013;HYDRAULISCH;     3;     2;     2;;;;    1000;;;;;;;;;;;Aufzug zu Bstg 1/2 (Nord)
;Mittelbahnsteig;10479453;AZ Bstg.-PÜ/Fabrik-Nr: 284013002;Betriebsbahnhof Berlin-Schönew;595;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     6,46;AUßEN;    1050;"GL3/4;BRUECKE";    1000;    2100;    1100;    2100;    2000;284013002;ZS2;;;Aufzug zwischen Gleis 3/4 und Brücke
;Fußgängerbrücke;10479454;AZ PÜ-Adlergest (Gehweg)/F-Nr: 284013001;Betriebsbahnhof Berlin-Schönew;595;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     6,46;AUßEN;    1050;"BRUECKE;AUSGANG";    1000;    2100;    1100;    2100;    2000;284013001;ZS2;;;
;Inselbahnsteig;10479455;Aufzug Bstg. zu PÜ Fabr.Nr.:284013006;Wustermark;6957;Thyssen Krupp AG;2013;SEIL;     2;     1;     1;     1;     6,100000000000001;BSTG ENDE;    1050;BSTG ENDE;    1000;    2200;    1150;    2100;    2000;HA24212;ZS2;;;Aufzug zwischen Bstg (Ende) und Brücke
;Vorplatz;10479456;Aufzug PÜ zu Straße Fabr.Nr.:284013005;Wustermark;6957;Thyssen Krupp AG;2013;SEIL;     2;     1;     1;     1;     6,100000000000001;BSTG ENDE;    1050;BSTG ENDE;    1000;    2200;    1150;    2100;    2200;HA24112;ZS2;;;Aufzug zwischen Bstg (Ende) Brücke
BAHNSTEIG A, GLEIS 1 MITTE;Bahnsteig A, Gleis 1;10479463;Personenaufzug [BSTG1.PU] HA 1701;Ingolstadt Hbf;2993;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;;     4,5;GLEIS 1;    1650;BAHNSTEIGMITTE;    1000;    2100;    1600;    2100;    2100;285212039;;;;Aufzug zwischen Gleis 1 (Mitte) und Tunnel
BAHNSTEIG B, GLEIS 2/3 MITTE;Bahnsteig B, Gleis 2/3;10479464;Personenaufzüge Bstg B, Gl 2/3;Ingolstadt Hbf;2993;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;;     4,8;GLEIS 2/3;    1650;BAHNSTEIGMITTE;    1000;    2100;    1600;    2100;    2100;285212040;;;;Aufzug zu Gleis 2/3 (Mitte)
BAHNSTEIG C, GLEIS 4/5 MITTE;Bahnsteig C, Gleis 4/5;10479465;Personenaufzüge Bstg C, Gl 4/5;Ingolstadt Hbf;2993;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;;     4,8;GLEIS4/5;    1650;BAHNSTEIGMITTE;    1000;    2100;    1600;    2100;    2100;285212041;;;;Aufzug zu Gleis 4/5 (Mitte)
BAHNSTEIG D, GLEIS 6/7 MITTE;Bahnsteig D, Gleis 6/7;10479466;Personenaufzüge Bstg D, Gl 6/7;Ingolstadt Hbf;2993;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;;     4,8;GLEIS 6/7;    1350;BAHNSTEIGMITTE;    1000;    2100;    1600;    2100;    2100;285212042;;;;Aufzug zu Gleis 6/7 (Mitte)
BAHNSTEIG 1;Bahnsteig 01 (Hausbahnsteig);10479471;Personenaufzug HA0066;Euskirchen;1734;;2010;SEIL;     2;;;;;;;;;;;;;;;;;
BAHNSTEIG 2;Bahnsteig 02 (Mittelbahnsteig);10479472;Personenaufzug HA0067;Euskirchen;1734;;2010;SEIL;     2;;;;;;;;;;;;;;;;;Aufzug zu Bstg 2
BAHNSTEIG 3;Bahnsteig 03 (Mittelbahnsteig);10479473;Personenaufzug HA0068;Euskirchen;1734;;2010;SEIL;     2;;;;;;;;;;;;;;;;;Aufzug zu Bstg 3
BAHNSTEIG 4;Bahnsteig 04;10479521;Personenaufzug Bstg. 4;Neuss Hbf;4440;;2013;SEIL;     2;     1;     2;     0,6;     5,54;;    1000;;;;;;;;;;;Aufzug zu Bstg 4
BAHNSTEIG 3;Bahnsteig 03;10479523;Personenaufzug Bstg. 3;Neuss Hbf;4440;;2013;SEIL;     2;     1;     2;     0,6;     5,54;;    630;;;;;;;;;;;Aufzug zu Bstg 3
;Leipzig-Völkerschlachtdenkmal Bstg 1/2;10479524;Personenaufzug;Leipzig-Völkerschlachtdenkmal;3632;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg 1/2
;Leipzig-Stötteritz Bahnsteig 1/2/3;10479526;Personenaufzug;Leipzig-Stötteritz;3646;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;;;;;;;;;;;;;;;
;Markleeberg Bahnsteigbereich;10479527;Personenaufzug;Markkleeberg;3961;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;;;
;Leipzig-Connewitz  Bahnsteig 1;10479528;Personenaufzug Bstg 1;Leipzig-Connewitz;3636;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;;;
;Leipzig-Connewitz Bahnsteig 2;10479529;Personenaufzug Bstg 2;Leipzig-Connewitz;3636;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg 2
BAHNSTEIG 1 / GLEIS 1/2;Bahnsteig 01;10479535;Personenaufzug Bstg. 1;Neuss Hbf;4440;Thyssen Krupp AG;2013;SEIL;     2;;;;;;;;;;;;;;;    3338265,199;    5676876,8870000001;Aufzug zu Gleis 1/2
BAHNSTEIG 2 / GLEIS 3/4;Bahnsteig 02;10479536;Personenaufzug Bstg. 2;Neuss Hbf;4440;;2013;SEIL;     2;;;;;;;;;;;;;;;    3338253,7039999999;    5676890,6969999997;Aufzug zu Gleis 3/4
;Bahnhofsvorplatz;10479542;AZ Vorplatz FGBR-PÜ/Fabrik-Nr: 284013045;Berlin-Kaulsdorf;547;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,9;;    1050;"BRUECKE;AUSGANG";    1000;    2100;    1100;    2200;    2100;284013045;ZS2;;;
;Mittelbahnsteig;10479543;AZ Gl. 1/2 - FGBR / Fabrik-Nr: 284013046;Berlin-Kaulsdorf;547;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,9;;    1050;"GL1/2;AUSGANG";    1000;    2100;    1100;    2200;    2100;284013046;ZS2;;;Aufzug zwischen Gleis 1/2 und Brücke
;Bahnsteigsbereich;10479581;Personenaufzug;Markkleeberg Nord;;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;;;;;;;;;;;;;;;
GLEIS 5/8;Bahnsteig 03 / (Gleis 5/8);10479589;Personenaufzug HA 422;Marburg (Lahn);3943;Thyssen Krupp AG;2014;SEIL;     2;     2;     2;;;;;;;;;;;;;    3484219,574;    5631556,7750000004;Aufzug zu Gleis 5/8
;Bahnsteig 01 / (Gleis 1 / 1a);10479590;Personenaufzüge Bstg 1            HA 420;Marburg (Lahn);3943;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;;AUßEN;    1050;;;;;;;;;    3484206,6609999998;    5631546,9220000003;Aufzug zu Gleis 1/1a
BRÜCKE  STRAßE;Überführung als Bahnsteigszugang;10479687;Personenaufzug HA 025 Neu;Wilhelmsburg;2523;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     6,2;AUßEN;    1000;;;    1400;    1100;    2100;;;;;;Aufzug zwischen Bstg und Brücke
BAHNSTEIG;S-Bahnsteig;10479688;Personenaufzug HA 026 Neu;Wilhelmsburg;2523;Thyssen Krupp AG;2013;SEIL;     2;     1;     2;     1;     4,32;EBEN;    1050;;;    2100;    1100;    2100;;;;;;
;S- Bstg. 1 Ri Essen;10480227;Personenaufzug Bstg. 1;Essen-Werden;1713;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg Richtung Essen
;S- Bstg. 2 Ri Düsseldorf;10480228;Personenaufzug Bstg. 2;Essen-Werden;1713;Thyssen Krupp AG;2013;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg 2 Richtung Düsseldorf
;Gl. 2  Ri Düsseldorf;10480229;Personenaufzug Bstg. 2;Essen Stadtwald;1691;;2013;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Gleis 2 Richtung Düsseldorf
;S-Bahnsteig 01;10480230;Personenaufzug Bstg. 1;Kettwig;3166;;2013;SEIL;     2;;;;;;;;;;;;;;;;;
;S-Bahnsteig 02;10480231;Personenaufzug Bstg. 2;Kettwig;3166;;2013;SEIL;;;;;;;;;;;;;;;;;;Aufzug zu Bstg 2
PU-EG;Personentunnel;10480246;Personenaufzug HA 0003 PU - EG;Essen-Borbeck;1696;;2013;SEIL;     2;;;;;;;;;;;;;;;;;
BAHNSTEIG 1;Personenaufzug S-Bstg.1;10480247;Personenaufzug HA 0004 SB 1;Essen-Gerschede;1702;;2013;SEIL;     2;;;;;;;;;;;;;;;;;
BSTG. 3 GL. 6/7;BSt. 3 Gl. 6 / 7;10480248;Personenaufzug BSt. 3 Gl. 6 / 7;Oberhausen Hbf;4648;;2013;SEIL;     2;;;;;;;;;;;;;;;    3350801,3909999998;    5706676,0609999998;Aufzug zu Gleis 6/7
BSTG. 4/GL. 9/10;BSt. 4 Gl. 9/10;10480249;Personenaufzug Bst. 4 Gl. 9/10;Oberhausen Hbf;4648;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,38;;    675;;;;;;;282212065;;    3350830,1490000002;    5706654,9129999997;Aufzug zu Gleis 9/10
BAHNSTEIG 1;S-Bahnsteig 01;10480252;Personenaufzug Bstg. 1;Dortmund-Kley;1311;;2014;SEIL;     2;;;;;;;;;;;;;;;    3386584,071;    5707362,733;
EG;Empfangsgebäude;10480257;Personenaufzug zum EG;Dortmund-Hörde;1306;;2013;SEIL;     2;;;;;;;;;;;;;;;;;
SÜDL. BSTG.-BEREICH NEUHOFENER;Bahnsteig 1 (Mittelbstg.);10480647;HA 0229 Personenaufzug;München-Mittersendling;4261;Thyssen Krupp AG;2013;SEIL;     2;     2;     2;     1;     4,76;GLEIS 1/2;    1050;BAHNSTEIGENDE RI WOLFRATSHAUSE;    1000;    2100;    1100;    2200;;285013016;ES2;;;
